name,url,total,Ted Cruz,Tommy Tuberville,Joshua Hawley,Rick Scott,Richard Shelby,"Marshall, Roger",Bill Haggerty,Marsha Blackburn,John Kennedy,Cynthia Lummis,Tom Cotton,Marco Rubio,John Barraso,Rand Paul,Tim Scott,Pat Toomey,Mike Lee,John Boozman,James Lankford,Cindy Hyde-Smith,Benjamin Sasse,Bill Cassidy,Steven Daines,John Hoeven,James Inhofe,Joni Ernst,Mike Braun,Jim Risch,Michael Crapo,Deb Fischer,Jerry Moran,John Thune,Ron Johnson,John Cornyn,Dan Sullivan,Kevin Cramer,Todd Young,Thom Tills,Roger Wicker,Roy Blunt,Shelley Moore Capito,Mitch McConnell,Chuck Grassley,Mitt Romney,Richard Burr,Mike Rounds,Rob Portman,Lindsey Graham,Lisa Murkowski,First Highest Donatee,Second Highest Donatee,Third Highest Donatee
Summit Partners,www.summitpartners.com,43500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,Mitt Romney,Dan Sullivan,Ted Cruz
Heritage Group,www.heritagelifestyles.com,43400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16200,0,0,0,0,0,0,0,0,0,27200,0,0,0,0,0,0,0,0,0,0,0,0,Todd Young,Mike Braun,Ted Cruz
Alpine Group,www.alpinegroup.ch,43365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16616,0,0,0,0,0,0,0,0,0,0,0,15333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11416,0,0,0,0,John Boozman,Deb Fischer,Richard Burr
Centaurus Financial,www.centaurusfinancial.com,43200,0,0,0,20000,0,0,0,0,23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Kennedy,Rick Scott,Ted Cruz
Double Eagle Development,,43200,43200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ted Cruz,Tommy Tuberville,Tommy Tuberville
Ameren Corp,,43165,0,0,15615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27550,0,0,0,0,0,0,0,0,0,Roy Blunt,Joshua Hawley,Ted Cruz
Premier Inc,www.premierinc.com,43108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12083,0,0,0,0,Bill Cassidy,Richard Burr,Ted Cruz
NACCO Industries,www.nacco.com,43050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14250,0,0,0,0,0,0,0,0,0,0,0,0,0,Cindy Hyde-Smith,Kevin Cramer,Ted Cruz
American Waterways Operators,,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Thune,Dan Sullivan,Ted Cruz
Vista Outdoor,www.vistaoutdoor.com,42859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16602,0,0,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12757,0,0,0,James Inhofe,Jim Risch,Mike Rounds
Samsung Group,,42749,0,0,0,0,0,0,0,20225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22524,0,Lindsey Graham,Marsha Blackburn,Ted Cruz
Harvey Gulf International Marine,www.harveygulf.com,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21400,0,0,0,0,0,0,0,0,0,0,Roger Wicker,Rand Paul,Ted Cruz
Barnard Construction,www.barnard-inc.com,42445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Daines,Ted Cruz,Ted Cruz
CGCN Group,www.cgcn.com,42400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22400,13000,0,0,0,7000,0,0,0,0,Roy Blunt,Shelley Moore Capito,Richard Burr
Rayes Inc,,42400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Lee,Benjamin Sasse,Ted Cruz
Shields Health Solutions,www.shieldshealthsolutions.com,42400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Cassidy,Ted Cruz,Ted Cruz
McNa Dental Plans,,42300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Cassidy,Ted Cruz,Ted Cruz
Navient Corp,,42185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23685,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim Scott,Pat Toomey,Ted Cruz
Frost Brown Todd LLC,,41955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41955,0,0,0,0,0,0,0,Mitch McConnell,Ted Cruz,Ted Cruz
Oberheiden Pc,,41600,41600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ted Cruz,Tommy Tuberville,Tommy Tuberville
Micron Technology,www.micron.com,41550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21550,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Risch,Michael Crapo,Ted Cruz
Sanofi,www.sanofi.com,41450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15250,0,0,0,0,0,0,0,0,0,0,0,0,26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Crapo,Pat Toomey,Ted Cruz
Cooper Steel,www.coopersteel.com,41300,0,0,0,0,0,0,0,41300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsha Blackburn,Ted Cruz,Ted Cruz
Probity International,,41300,0,0,0,0,0,0,0,0,17400,0,23900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Cotton,John Kennedy,Ted Cruz
Seafarers International Union,,41250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18750,0,0,0,0,0,0,0,0,22500,0,0,0,0,0,0,0,0,0,0,Roger Wicker,Deb Fischer,Ted Cruz
Axiom Investors,www.axiominvestors.com,41200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30400,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,Dan Sullivan,Mitt Romney,Ted Cruz
Susquehanna International Group,www.sig.com,41200,0,0,0,0,0,0,0,0,0,0,0,0,0,41200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Vanderbilt University,www.vanderbilt.edu,41095,0,0,0,0,0,0,41095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Haggerty,Ted Cruz,Ted Cruz
National Assn of Wholesaler-Distributors,,41000,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cindy Hyde-Smith,Ron Johnson,"Marshall, Roger"
Maple Leaf Farms,www.mapleleaffarms.com,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,18800,0,0,0,0,0,0,0,0,0,0,0,0,Mike Braun,Todd Young,Ted Cruz
Pacific Life Insurance,,40723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23723,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim Scott,Benjamin Sasse,Ted Cruz
Dunlap & Kyle,www.dbllawyers.com,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,0,Roger Wicker,Cindy Hyde-Smith,Ted Cruz
University of Missouri,www.umsystem.edu,40512,0,13671,26841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joshua Hawley,Tommy Tuberville,Ted Cruz
Stewart Title Guaranty,www.stewarttitleguaranty.com,40481,40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ted Cruz,Tommy Tuberville,Tommy Tuberville
Alliance Resource Partners,,40400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Braun,Ted Cruz,Ted Cruz
NelNet Inc,www.nelnetinc.com,40300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,25300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deb Fischer,Benjamin Sasse,Ted Cruz
SCF Partners,www.scfpartners.com,40300,0,0,0,0,0,0,20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,Bill Haggerty,Mitt Romney,Ted Cruz
US Anesthesia Partners,www.usap.com,40166,25166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,Ted Cruz,Lisa Murkowski,Tommy Tuberville
Jones Management Services,,40150,0,0,0,0,0,0,15600,24550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsha Blackburn,Bill Haggerty,Ted Cruz
Cerner Corp,,40101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23101,0,0,0,0,0,0,0,0,0,Roy Blunt,John Boozman,Ted Cruz
Fund for a Conservative Future,,40000,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cindy Hyde-Smith,Cynthia Lummis,Cynthia Lummis
Hoosier PAC (Braun),,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,10000,0,0,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Lee,Mike Lee,Mike Lee
National Chicken Council,www.nationalchickencouncil.org,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Boozman,John Boozman,Ted Cruz
Smoker Craft,www.smokercraft.com,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,18400,0,0,0,0,0,0,0,0,0,0,0,0,Mike Braun,Todd Young,Ted Cruz
Univista Insurance,www.univistainsurance.com,40000,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marco Rubio,Ted Cruz,Ted Cruz
Capitol Resources,www.capitolresourcesllc.com,39950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20950,0,0,0,0,0,0,0,0,0,0,Roger Wicker,Cindy Hyde-Smith,Ted Cruz
Sj Lockwood & Co,,39900,0,0,0,39900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Scott,Ted Cruz,Ted Cruz
Cheniere Energy,www.cheniere.com,39800,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23800,Lisa Murkowski,John Kennedy,Ted Cruz
Citizens First Bank,www.mycitizensfirst.com,39599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Cornyn,Ted Cruz,Ted Cruz
Plains Cotton Growers,www.plainscotton.org,39500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Hoeven,John Boozman,Ted Cruz
Red Apple Group,,39200,0,0,0,0,0,0,0,0,0,0,0,0,0,28400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Kevin Cramer,Ted Cruz
Metro Aviation Inc,,39125,0,0,0,0,0,0,0,0,16700,0,0,0,0,0,0,0,0,0,0,0,0,22425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Cassidy,John Kennedy,Ted Cruz
Rdv Corp,,39100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,Benjamin Sasse,Shelley Moore Capito,Ted Cruz
Tc Energy,www.tcenergy.com,39027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20025,0,0,0,0,0,0,19002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Daines,Deb Fischer,Ted Cruz
Lowe's Companies,www.lowes.com,39020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14510,0,0,0,9000,0,0,0,15510,Lisa Murkowski,Shelley Moore Capito,Richard Burr
Target Corp,www.target.com,39006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14006,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Thune,Benjamin Sasse,Ted Cruz
Jane Street Capital,,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22800,0,0,0,0,0,0,0,0,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benjamin Sasse,Deb Fischer,Ted Cruz
CrossAmerica Partners,,38900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pat Toomey,Ted Cruz,Ted Cruz
Bp,www.bpmsupreme.com,38825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,Bill Cassidy,Lisa Murkowski,Ted Cruz
AQR Capital Management,www.aqr.com,38800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38800,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Federal Protection Inc,,38800,0,12600,26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joshua Hawley,Tommy Tuberville,Ted Cruz
Giarratana LLC,,38600,0,0,0,0,0,0,16600,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsha Blackburn,Bill Haggerty,Ted Cruz
Balch & Bingham,www.balchem.com,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21300,0,0,0,0,0,0,0,0,0,0,Roger Wicker,Cindy Hyde-Smith,Ted Cruz
Specialty Equipment Market Assn,,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,Mike Braun,Mitt Romney,Ted Cruz
Bath & Body Works Inc,www.bathandbodyworks.com,38300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38300,0,0,Rob Portman,Ted Cruz,Ted Cruz
Firstbank,www.efirstbank.com,38275,0,0,0,0,0,0,18075,20200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsha Blackburn,Bill Haggerty,Ted Cruz
Chartwell Strategy Group,,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Thune,Ted Cruz,Ted Cruz
Irwin R Rose & Co,,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38200,0,0,0,0,0,0,0,0,0,0,0,0,Todd Young,Ted Cruz,Ted Cruz
Orscheln Group,,38200,0,0,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joshua Hawley,Ted Cruz,Ted Cruz
Credit Suisse Group,,38100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38100,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Crop Insurance Professionals Assn,,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,0,0,0,0,0,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Boozman,John Hoeven,Ted Cruz
Navigators Global,www.navigatorsglobal.com,37950,0,0,0,0,0,0,0,0,0,0,0,37950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marco Rubio,Ted Cruz,Ted Cruz
Continental Properties,www.cproperties.com,37850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26050,0,0,0,0,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joni Ernst,Ron Johnson,Ted Cruz
Lewis Bear Co,www.lewisbearcompany.com,37800,0,0,0,37800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Scott,Ted Cruz,Ted Cruz
Paulson & Co,www.paulson.com.mt,37800,0,0,0,0,0,0,17800,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Cotton,Bill Haggerty,Ted Cruz
WestRock Co,www.westrock.com,37710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joni Ernst,Ted Cruz,Ted Cruz
Blue Owl Capital,www.blueowl.com,37700,0,0,0,0,0,0,0,0,37700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Kennedy,Ted Cruz,Ted Cruz
FTX.US,www.ftx.us,37700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Boozman,Ted Cruz,Ted Cruz
VieMed Healthcare,,37675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Cassidy,Ted Cruz,Ted Cruz
First Atlantic Capital,,37600,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,0,0,0,Mitt Romney,Bill Haggerty,Ted Cruz
Tenaska Inc,,37583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15583,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deb Fischer,Benjamin Sasse,Ted Cruz
Alkermes plc,,37565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37565,0,0,0,0,0,0,0,Mitch McConnell,Ted Cruz,Ted Cruz
Hawkeye PAC,,37500,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Lee,Mike Lee,Mike Lee
Johnston Companies,www.johnstoncompanies.com,37500,0,17400,20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joshua Hawley,Tommy Tuberville,Ted Cruz
Republic National Distributing,www.rndc-usa.com,37415,37415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ted Cruz,Tommy Tuberville,Tommy Tuberville
Avairpros,www.avairpros.com,37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37400,0,0,0,Mike Rounds,Ted Cruz,Ted Cruz
Southern Brain & Spine,www.sbsdocs.net,37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Cassidy,Ted Cruz,Ted Cruz
Banknote Capital,,37200,0,0,0,37200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Scott,Ted Cruz,Ted Cruz
Hall Capital (Oklahoma),,37100,0,0,0,0,0,0,37100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Haggerty,Ted Cruz,Ted Cruz
National Cattlemen's Beef Assn,,37000,0,0,0,0,0,11000,0,0,0,5000,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cindy Hyde-Smith,"Marshall, Roger",Cynthia Lummis
Wabash Valley Produce,,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Braun,Ted Cruz,Ted Cruz
Beck's Hybrids,www.beckshybrids.com,36800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600,0,0,0,0,0,0,0,0,0,20200,0,0,0,0,0,0,0,0,0,0,0,0,Todd Young,Mike Braun,Ted Cruz
Zachry Holdings,,36800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Cornyn,Ted Cruz,Ted Cruz
Beam Suntory,www.beamsuntory.com,36793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36793,0,0,0,0,0,0,0,Mitch McConnell,Ted Cruz,Ted Cruz
