Companies,URL,Total,Ted Cruz,Tommy Tuberville,Joshua Hawley,Rick Scott,Richard Shelby,"Marshall, Roger",Bill Haggerty,Marsha Blackburn,John Kennedy,Cynthia Lummis,Tom Cotton,Marco Rubio,John Barraso,Rand Paul,Tim Scott,Pat Toomey,Mike Lee,John Boozman,James Lankford,Cindy Hyde-Smith,Benjamin Sasse,Bill Cassidy,Steven Daines,John Hoeven,James Inhofe,Joni Ernst,Mike Braun,Jim Risch,Michael Crapo,Deb Fischer,Jerry Moran,John Thune,Ron Johnson,John Cornyn,Dan Sullivan,Kevin Cramer,Todd Young,Thom Tills,Roger Wicker,Roy Blunt,Shelley Moore Capito,Mitch McConnell,Chuck Grassley,Mitt Romney,Richard Burr,Mike Rounds,Rob Portman,Lindsey Graham,Lisa Murkowski,First Highest Donatee,Second Highest Donatee,Third Highest Donatee
Sequoia Capital,www.sequoiacap.com,"$138,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,800.00",$0.00,$0.00,$0.00,"$27,500.00","$21,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,200.00",$0.00,Steven Daines,Lindsey Graham,Tom Cotton
Saulsbury Industries,www.saulsbury.com,"$138,730.00","$51,530.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,400.00",$0.00,$0.00,$0.00,$0.00,"$30,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$39,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Ted Cruz,Steven Daines,Rand Paul
Bobby Cox Companies,www.bobbycox.com,"$138,415.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,400.00",$0.00,$0.00,$0.00,$0.00,"$11,600.00",$0.00,$0.00,"$11,600.00",$0.00,"$11,600.00",$0.00,$0.00,$0.00,$0.00,"$11,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,600.00","$63,015.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,John Cornyn,John Kennedy,Rand Paul
Southwest Airlines,www.southwest.com,"$138,404.00","$50,816.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$46,588.00",$0.00,$0.00,$0.00,$0.00,"$18,500.00","$22,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Ted Cruz,John Cornyn,Roy Blunt
Regions Financial,www.regionsfs.com,"$137,174.00",$0.00,$0.00,$0.00,$0.00,"$17,500.00",$0.00,"$18,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,574.00","$13,500.00",$0.00,$0.00,$0.00,"$21,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,500.00",$0.00,$0.00,$0.00,Michael Crapo,Tim Scott,Cindy Hyde-Smith
Walt Disney Co,www.thewaltdisneycompany.com,"$135,896.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,700.00",$0.00,$0.00,$0.00,$0.00,"$14,535.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,000.00",$0.00,$0.00,"$45,935.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$23,726.00",$0.00,Mitch McConnell,Roger Wicker,Lindsey Graham
Yancey Brothers,www.yanceybros.com,"$135,500.00",$0.00,$0.00,$0.00,"$32,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$17,400.00",$0.00,$0.00,$0.00,"$15,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,Kevin Cramer,Rick Scott,Tom Cotton
State of Tennessee,,"$133,120.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$70,375.00","$42,220.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,525.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Bill Haggerty,Marsha Blackburn,Benjamin Sasse
Edward Jones,www.edwardjones.com,"$132,965.00",$0.00,$0.00,"$39,390.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$69,575.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00",$0.00,$0.00,Roy Blunt,Joshua Hawley,Rob Portman
Lmbi Lp,,"$131,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,600.00",$0.00,$0.00,"$11,600.00",$0.00,"$11,600.00",$0.00,$0.00,$0.00,$0.00,"$11,600.00",$0.00,"$25,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,600.00","$48,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,John Cornyn,Joni Ernst,Rand Paul
Cornerstone Government Affairs,,"$131,375.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,450.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,425.00","$11,528.00","$19,249.00",$0.00,$0.00,$0.00,$0.00,"$21,650.00",$0.00,$0.00,$0.00,$0.00,"$17,873.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,John Boozman,James Inhofe,Roger Wicker
Ciciora Custom Homes,,"$129,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$129,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Jerry Moran,Ted Cruz,Ted Cruz
Bayer AG,www.bayer-agri.fr,"$129,636.00",$0.00,$0.00,"$28,361.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$76,275.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Roy Blunt,Joshua Hawley,John Boozman
Prescott Investors,,"$128,599.00",$0.00,"$5,000.00","$15,400.00","$32,650.00",$0.00,$0.00,$0.00,"$28,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,650.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,999.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Rick Scott,Joni Ernst,Marsha Blackburn
American Assn of Orthopaedic Surgeons,,"$127,949.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$15,699.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,500.00",$0.00,$0.00,"$12,250.00",$0.00,$0.00,"$26,000.00",$0.00,$0.00,"$23,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,John Barraso,James Lankford,Bill Cassidy
Eastman Chemical,www.adaptsolvents.com,"$127,050.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,100.00","$22,450.00",$0.00,$0.00,$0.00,$0.00,"$32,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,500.00",$0.00,$0.00,$0.00,$0.00,"$5,500.00",$0.00,"$20,000.00",$0.00,$0.00,John Barraso,Bill Haggerty,Roy Blunt
Dell Technologies,www.delltechnologiescapital.com,"$126,696.00","$27,285.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$87,411.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,John Cornyn,Ted Cruz,James Lankford
BAE Systems,www.baesystems.com,"$125,852.00",$0.00,$0.00,$0.00,$0.00,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$52,550.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00","$20,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,802.00",$0.00,James Inhofe,Richard Shelby,Lindsey Graham
Polaris Inc,www.polaris.com,"$125,850.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,750.00",$0.00,$0.00,"$20,500.00",$0.00,$0.00,"$36,000.00",$0.00,$0.00,"$25,800.00",$0.00,"$19,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,John Thune,Dan Sullivan,Joni Ernst
Bristol-Myers Squibb,www.bms.com,"$125,839.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$17,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00",$0.00,"$57,739.00",$0.00,$0.00,"$8,500.00",$0.00,$0.00,$0.00,$0.00,Mitch McConnell,Michael Crapo,Roy Blunt
Spirit Aerosystems,www.spiritaero.com,"$125,775.00",$0.00,$0.00,$0.00,$0.00,"$10,000.00","$12,575.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$29,850.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$55,050.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Jerry Moran,James Inhofe,James Lankford
Exxon Mobil,www.exxonmobil.com,"$125,675.00","$39,307.00",$0.00,$0.00,$0.00,$0.00,"$10,091.00",$0.00,$0.00,$0.00,"$10,026.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,648.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,002.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,448.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,153.00",$0.00,Ted Cruz,Lindsey Graham,Cindy Hyde-Smith
Roche Holdings,,"$125,667.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$29,756.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,500.00","$20,961.00",$0.00,$0.00,$0.00,"$17,450.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$21,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Bill Cassidy,Tim Scott,Todd Young
Diamond Pet Foods,www.diamondpet.com,"$125,300.00",$0.00,"$27,200.00","$98,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Joshua Hawley,Tommy Tuberville,Ted Cruz
Acadia Healthcare,www.acadiahealthcare.com,"$124,825.00",$0.00,$0.00,"$18,100.00","$28,375.00",$0.00,$0.00,"$36,250.00","$42,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Marsha Blackburn,Bill Haggerty,Rick Scott
Station Casinos,www.stationcasinos.com,"$124,540.00","$24,300.00",$0.00,"$15,600.00","$21,600.00",$0.00,$0.00,$0.00,$0.00,"$34,800.00",$0.00,$0.00,"$17,440.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,John Kennedy,Ted Cruz,Rick Scott
Truist Financial,www.truist.com,"$121,364.00",$0.00,$0.00,$0.00,"$20,015.00","$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,050.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,025.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,274.00",$0.00,Pat Toomey,Lindsey Graham,Richard Shelby
RPM International,www.rpminc.com,"$121,224.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$100,424.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,800.00",$0.00,$0.00,Dan Sullivan,Rob Portman,Ted Cruz
NTCA/Rural Broadband Assn,,"$121,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$17,200.00","$20,000.00","$27,500.00",$0.00,$0.00,$0.00,"$12,500.00",$0.00,$0.00,"$21,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,John Thune,Roger Wicker,Jerry Moran
Mountain Group Partners,,"$120,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$89,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Benjamin Sasse,Bill Haggerty,Ted Cruz
Parsons Corp,www.parsonscorp.com,"$120,435.00",$0.00,$0.00,$0.00,$0.00,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,185.00","$15,250.00",Lindsey Graham,John Barraso,James Inhofe
Ochsner Health System,,"$119,275.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,735.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$82,540.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Bill Cassidy,John Kennedy,Ted Cruz
Sanford Health,www.sanfordhealth.org,"$119,225.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$85,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$33,975.00",$0.00,$0.00,$0.00,John Thune,Mike Rounds,Ted Cruz
Publix Super Markets,www.publix.com,"$118,685.00",$0.00,$0.00,$0.00,"$33,538.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,709.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,059.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,379.00",$0.00,Joni Ernst,Rick Scott,Lindsey Graham
Jacobs Engineering Group,www.jacobsconsultancy.com,"$115,410.00",$0.00,$0.00,$0.00,$0.00,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,615.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$17,500.00",$0.00,$0.00,"$34,795.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,John Cornyn,Marco Rubio,James Inhofe
Bain Capital,www.baincapitalventures.com,"$115,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$115,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,Mitt Romney,Ted Cruz,Ted Cruz
Chugach Alaska,www.chugach.com,"$114,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$53,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00",Dan Sullivan,Lisa Murkowski,James Inhofe
Kansas City Southern,www.kcsouthern.com,"$114,182.00",$0.00,$0.00,"$17,050.00",$0.00,$0.00,"$15,234.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$39,849.00","$28,799.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Jerry Moran,John Thune,Joshua Hawley
Toyota Motor North America,,"$113,024.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,525.00",$0.00,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,499.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,000.00",$0.00,$0.00,$0.00,$0.00,"$23,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Marsha Blackburn,Shelley Moore Capito,Mike Braun
Uline Inc,,"$112,200.00","$24,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$49,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Mike Lee,Ted Cruz,Tom Cotton
US Bancorp,,"$110,860.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,020.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,210.00",$0.00,$0.00,$0.00,"$22,515.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$25,615.00",$0.00,$0.00,$0.00,Pat Toomey,Mike Rounds,Michael Crapo
Duty Free Americas,,"$110,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$54,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$33,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Joni Ernst,John Cornyn,Marco Rubio
Civic Service Inc,,"$110,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$37,000.00",$0.00,$0.00,$0.00,$0.00,"$16,200.00","$10,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Bill Cassidy,Shelley Moore Capito,Mike Braun
Travelers Companies,,"$109,300.00",$0.00,$0.00,$0.00,$0.00,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$29,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,500.00",$0.00,$0.00,Rob Portman,Tom Cotton,Michael Crapo
